TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
100;-1;Float status word 16 bits;FLAG_FloatStatus_hex;Flag indicating the status of the Float (see manual) (could be reported as hex)
101;-1;Pressure measured once for each test message block [centibars];PRES_Now_dbar;test message data reporting pressure at the surface during drift - cycle 0
102;-1;Vacuum measured during self tests [counts];PRESSURE_InternalVacuumAtLaunch_inHg;Internal vacuum when float launched
103;-1;Air bladder pressure measured once for each test message block [counts];PRESSURE_AirBladder_COUNT;measured in COUNT - approx 148 COUNT
104;-1;Quiescent battery voltage measured once for each test message block [counts];VOLTAGE_BatterySurfaceNoLoad_volts;battery voltage during inactive surface phase
1000;-1;Number of TSP samples in this message block;NUMBER_AscendingCTDSamplesInternalCounter_COUNT;total number of slices of the ascending profile after reduction
1001;-1;Same as the Test Message 1 Status word;FLAG_FloatStatus_hex;Flag indicating the status of the Float (see manual) (could be reported as hex)
1002;-1;Surface pressure at end of Up Time [centibars];PRES_SurfaceOffsetNotTruncated_dbar;Surface pressure recorded just before the previous descent - Note: cumulative offset, This IS NOT used to correct pressure on board Not autocorrected
1003;-1;The current pressure [centibars] As recorded during the creation of each argos message block. Each distinct copy of argos message #1 contains a new pressure measurement.;PRES_Now_dbar;test message data reporting pressure at the surface during drift - cycle 0
1004;-1;Piston position when surface detected [counts];POSITION_PistonSurface_COUNT;Piston position, recorded as the instrument reaches the surface
1005;-1;Piston position at end of Park phase [counts];POSITION_PistonParkEnd_COUNT;piston position at end of park period before descent to profile depth
1006;-1;Piston position at end of last Deep descent phase [counts];POSITION_PistonProfile_COUNT;piston position at maximum profile pressure
1007;-1;SBE41 status word 16 bits;FLAG_CTDStatus_hex;Flag indicating the status of the CTD (see manual) (could be reported as hex)
1008;-1;Battery voltage at end of Park phase [counts];VOLTAGE_BatteryParkEnd_volts;battery voltage measured at end of park with no load
