TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
100;253;Float’s time (Year, Month, Day, Hour, Minute, Second);CLOCK_FloatTime_YYYYMMDDHHMMSS;float internal clock time
101;253;Total number of profile;NUMBER_SubCyclesDoneSinceDeployment_COUNT;Number of sub-cycle done since the deployment of the float.
102;253;Cycle number;NUMBER_InternalCycle_NUMBER;float internal cycle number
103;253;Profile number;NUMBER_SubCycle_NUMBER;float internal sub-cycle number
104;253;Cycle start day (relative to mission start day);CLOCK_StartInternalCycle_FloatDay;the time of the (internal) cycle start for floats with multiple sub-cycles
105;253;Cycle start hour (resolution : 1 minute);CLOCK_StartInternalCycle_HHMM;the time of the (internal) cycle start for floats with multiple sub-cycles
106;253;;CLOCK_StartInternalCycle_YYYYMMDDHHMMSS;the time of the (internal) cycle start for floats with multiple sub-cycles
107;253;Sensor board dialog error (count);NUMBER_VectorToSensorBoardsDialogErrors_COUNT;Number of dialog errors between vector and sensor boards.
108;253;Timeout FP (count);NUMBER_SBEFPCommandTimeouts_COUNT;"Number of timeouts while measuring pressure with the SBE sensor using a ""Fast Pressure"" command."
109;253;Internal vacuum (modulo 5mbar, 5mbar resolution);PRESSURE_InternalVacuumAtSurface_mbar;Surface internal pressure
110;253;Battery voltage (voltage dropout from 15V, resolution : 0.1V);VOLTAGE_BatteryPumpStartProfile_volts;Pump battery voltage (volts) at depth
111;253;Real Time Clock state;FLAG_RTCStatus_LOGICAL;real time clock status - 1= OK, 0=not OK
112;253;Buoyancy reduction start day (relative to mission start day);CLOCK_InitialValveActionDescentToPark_FloatDay;Time in the day when the float first activated the valve during its descent
113;253;Buoyancy reduction start hour (resolution: 1 minute);CLOCK_InitialValveActionDescentToPark_HHMM;Time in the day when the float first activated the valve during its descent
115;253;Cumulative valve actions at the surface;NUMBER_CumulatedValveActionsAtSurfaceDuringDescent_COUNT;Number of solenoid valve actions at the surface until the crossing of the GAP threshold. Number computed by the float from previous cycles behaviour.
116;253;Additionnal valve actions at the surface;NUMBER_AdditionalValveActionsAtSurfaceDuringDescent_COUNT;Number of solenoid valve actions at the surface until the crossing of the GAP threshold. These actions are performed after the NUMBER_CumulatedValveActionsAtSurfaceDuringDescent_COUNT previous ones.
117;253;Buoyancy inversion start day (relative to mission start day);CLOCK_BuoyancyInversionStart_FloatDay;Time when the float starts the buoyancy inversion phase when ice was detected during ascent.
118;253;Buoyancy inversion start hour (resolution : 1 minute);CLOCK_BuoyancyInversionStart_HHMM;Time when the float starts the buoyancy inversion phase when ice was detected during ascent.
119;253;;CLOCK_BuoyancyInversionStart_YYYYMMDDHHMMSS;Time when the float starts the buoyancy inversion phase when ice was detected during ascent.
120;253;Number of valve actions;NUMBER_BuoyancyInversionValveActions_COUNT;Number of solenoid valve actions needed to perform the buoyancy inversion phase when ice was detected during ascent.
121;253;Descent to parking depth start day (relative to mission start day);CLOCK_StartDescentToPark_FloatDay;time after the crossing  the gap threshold 
122;253;Descent to parking depth start hour (resolution: 1 minute);CLOCK_StartDescentToPark_HHMM;time after the crossing  the gap threshold (tenths of an hour since midnight)
123;253;First stabilization day (relative to mission start day);CLOCK_InitialStabilizationDuringDescentToPark_FloatDay;time when first stabilization appears during descent to park 
124;253;First stabilization hour (resolution: 1 minute);CLOCK_InitialStabilizationDuringDescentToPark_HHMM;time when first stabilization appears during descent to park 
125;253;Descent to parking depth end day (relative to mission start day);CLOCK_EndDescentToPark_FloatDay;time when park pressure is reached  
126;253;Descent to parking depth end hour (resolution: 1 minute);CLOCK_EndDescentToPark_HHMM;time when park pressure is reached  
127;253;Number of valve actions during descent to parking depth;NUMBER_ValveActionsDuringDescentToPark_COUNT;number of valve actions between the crossing  of the gap threshold and the end of descent at park pressure
128;253;Number of pump actions during descent to parking depth;NUMBER_PumpActionsDuringDescentToPark_COUNT;number of pump actions between the crossing  of the gap threshold and the end of descent at park pressure
129;253;Number of entrance in drift target range (descent);NUMBER_DescentToParkEntriesInParkMargin_COUNT;descent to park pressure: number of entries in margin around park pressure target - specifically, how many times the float enters the band of pressure surrounding the target park pressure (generally +/- 30db)
130;253;Number of repositions during drift at park;NUMBER_RepositionsDuringPark_COUNT;number of times the float readjusts its buoyancy during park phase - using either the pump or EV
131;253;Number of valve actions during drift at park;NUMBER_ValveActionsDuringPark_COUNT;number of valve actions during park phase
132;253;Number of pump actions during drift at park;NUMBER_PumpActionsDuringPark_COUNT;number of pump actions while at park depth
133;253;Descent to prof start day (relative to mission start day);CLOCK_StartDescentToProfile_FloatDay;time when descent to profile pressure starts  
134;253;Descent to prof start hour (resolution: 1 minute);CLOCK_StartDescentToProfile_HHMM;time when descent to profile pressure starts  
135;253;Descent to prof end day (relative to mission start day);CLOCK_EndDescentToProfile_FloatDay;time when float reaches profile pressure  
136;253;Descent to prof end hour (resolution: 1 minute);CLOCK_EndDescentToProfile_HHMM;time when float reaches profile pressure  
137;253;Number of valve actions during descent to prof;NUMBER_ValveActionsDuringDescentToProfile_COUNT;number of valve actions during descent to start profile pressure
138;253;Number of pump actions during descent to prof;NUMBER_PumpActionsDuringDescentToProfile_COUNT;number of pump actions during descent to start profile pressure
