TECH_PARAM_DEC_ID;TECH_PARAM_MSG_ID;TECH_PARAM_MSG_LABEL;TECH_PARAM_NAME;TECH_PARAM_DESCRIPTION
100;-1;Float status word 16 bits;FLAG_FloatStatus_hex;Flag indicating the status of the Float (see manual) (could be reported as hex)
101;-1;This byte records the state of 8 status bits for the Telonics PTT;FLAG_TelonicsPTTStatus_hex;Implemented a status byte for the Telonics ST21 PTT to facilitate diagnostics. This byte records the state of 8 status bits for the Telonics PTT
102;-1;Pressure measured once for each test message block [centibars];PRES_Now_dbar;test message data reporting pressure at the surface during drift - cycle 0
103;-1;Air bladder pressure measured once for each test message block [counts];PRESSURE_AirBladder_dbar;measured in COUNT - approx 148 COUNT
104;-1;Quiescent battery voltage measured once for each test message block [counts];VOLTAGE_BatterySurfaceNoLoad_volts;battery voltage during inactive surface phase
105;-1;Vacuum measured during self tests [counts];PRESSURE_InternalVacuumAtLaunch_dbar;Internal vacuum when float launched
1000;-1;Number of TSP samples in this message block;NUMBER_AscendingCTDSamplesInternalCounter_COUNT;total number of slices of the ascending profile after reduction
1001;-1;Float status word 16 bits;FLAG_FloatStatus_hex;Flag indicating the status of the Float (see manual) (could be reported as hex)
1002;-1;This byte records the state of 8 status bits for the Telonics PTT;FLAG_TelonicsPTTStatus_hex;Implemented a status byte for the Telonics ST21 PTT to facilitate diagnostics. This byte records the state of 8 status bits for the Telonics PTT
1003;-1;The current pressure [centibars] As recorded during the creation of each argos message block. Each distinct copy of argos message #1 contains a new pressure measurement.;PRES_Now_dbar;test message data reporting pressure at the surface during drift - cycle 0
1004;-1;Surface pressure at end of Up Time [centibars];PRES_SurfaceOffsetNotTruncated_dbar;Surface pressure recorded just before the previous descent - Note: cumulative offset, This IS NOT used to correct pressure on board Not autocorrected
1005;-1;Piston position when surface detected [counts];POSITION_PistonSurface_COUNT;Piston position, recorded as the instrument reaches the surface
1006;-1;Piston position at end of Park phase [counts];POSITION_PistonParkEnd_COUNT;piston position at end of park period before descent to profile depth
1007;-1;Piston position at end of last Deep descent phase [counts];POSITION_PistonProfile_COUNT;piston position at maximum profile pressure
1008;-1;The CTD Status 32 bits;FLAG_CTDStatus_hex;Flag indicating the status of the CTD (see manual) (could be reported as hex)
1009;-1;The quiescent battery voltage in counts measured when the park phase of the profile cycle terminated [counts];VOLTAGE_BatteryParkEnd_volts;battery voltage measured at end of park with no load
1010;-1;The quiescent battery current in counts measured when the park phase of the profile cycle terminated [counts];CURRENT_BatteryParkEnd_mA;battery current measured at end of park, before descent to profile depth
1011;-1;The battery voltage in counts measured when the CTD sampled after the park phase of the profile cycle terminated [counts];VOLTAGE_BatterySBEParkEnd_volts;battery voltage measured when the SBE41 sampled after the end of park phase
1012;-1;The CTD current in counts measured when the CTD sampled after the park phase of the profile cycle terminated [counts];CURRENT_BatterySBEParkEnd_mA;battery current measured when the SBE41 sampled at the end of park
1013;-1;The average battery voltage in counts measured during the initial extension of the buoyancy pump at the start of the profile phase of the profile cycle [counts];VOLTAGE_BatteryProfileNoLoad_volts;battery voltage jus before profile begins - no load on the batteries
1014;-1;The average battery current in counts measured during the initial extension of the buoyancy pump at the start of the profile phase of the profile cycle [counts];CURRENT_BatteryInitialAtProfileDepth_mA ;Battery Current measured at bottom (park or pressure) at initial pump extension completion
1015;-1;The average battery voltage in counts measured during the most recent period when the air pump was activated [counts];VOLTAGE_BatterySurfaceAirPumpOn_volts;Voltage measured when AIR PUMP is switched on at the surface for extra buoyancy
1016;-1;The average battery current in counts measured during the most recent period when the air pump was activated [counts];CURRENT_BatterySurfaceAirPumpOn_mA ;Battery Current measured at the surface with the air pump running (6 seconds)
1017;-1;The integrated measure (Volt-Sec) of the volume of air pumped during the telemetry cycle;VOLTAGETIME_IntegratedAirPumpVolume_voltseconds;integrated measure (volts * seconds) of the pumped air volume (VSAP of Apex floats)
1018;-1;Number of active-ballast adjustments made during the park phase;NUMBER_RepositionsDuringPark_COUNT;number of times the float readjusts its buoyancy during park phase - using either the pump or EV
1019;-1;Number of hourly park-level PT samples;NUMBER_ParkSamples_COUNT;number of samples collected during park phase
